sourceId,destinationId,relationship_type,source_system_name
4275001,255324009,Interprets,SNOMED CT
4275001,363847004,Interprets,SNOMED CT
4294006,18991001,Interprets,SNOMED CT
4320005,74848003,Interprets,SNOMED CT
4364002,3850002,Interprets,SNOMED CT
4364002,247639006,Interprets,SNOMED CT
4364002,247642000,Interprets,SNOMED CT
4364002,311465003,Interprets,SNOMED CT
4364002,364644000,Interprets,SNOMED CT
4381006,7787002,Interprets,SNOMED CT
4381006,18373002,Interprets,SNOMED CT
4381006,61909002,Interprets,SNOMED CT
4381006,246464006,Interprets,SNOMED CT
4381006,363915008,Interprets,SNOMED CT
4381006,364644000,Interprets,SNOMED CT
4386001,364644000,Interprets,SNOMED CT
4426000,364320009,Interprets,SNOMED CT
4426000,364644000,Interprets,SNOMED CT
4434006,271603002,Interprets,SNOMED CT
4439001,31763002,Interprets,SNOMED CT
4451004,364320009,Interprets,SNOMED CT
4451004,441915005,Interprets,SNOMED CT
4468000,129006008,Interprets,SNOMED CT
4468000,363836006,Interprets,SNOMED CT
4468000,364644000,Interprets,SNOMED CT
4470009,248472001,Interprets,SNOMED CT
4470009,364533002,Interprets,SNOMED CT
4481007,68236004,Interprets,SNOMED CT
4481007,82187007,Interprets,SNOMED CT
4481007,364644000,Interprets,SNOMED CT
4490000,61402003,Interprets,SNOMED CT
4490000,281004000,Interprets,SNOMED CT
4490000,415823006,Interprets,SNOMED CT
4506002,224285004,Interprets,SNOMED CT
4506002,271905007,Interprets,SNOMED CT
4512007,246464006,Interprets,SNOMED CT
4512007,363901006,Interprets,SNOMED CT
4512007,364644000,Interprets,SNOMED CT
4529005,61923000,Interprets,SNOMED CT
4529005,118255001,Interprets,SNOMED CT
4529005,364644000,Interprets,SNOMED CT
4529005,397594008,Interprets,SNOMED CT
4530000,271603002,Interprets,SNOMED CT
4547004,278844005,Interprets,SNOMED CT
4550001,4327008,Interprets,SNOMED CT
4550001,364393001,Interprets,SNOMED CT
4550001,364644000,Interprets,SNOMED CT
4550001,384759009,Interprets,SNOMED CT
4565000,42054005,Interprets,SNOMED CT
4565000,364392006,Interprets,SNOMED CT
4565000,364644000,Interprets,SNOMED CT
4568003,18373002,Interprets,SNOMED CT
4576001,364320009,Interprets,SNOMED CT
4576001,441915005,Interprets,SNOMED CT
4592006,48038003,Interprets,SNOMED CT
4612000,363896009,Interprets,SNOMED CT
4612000,364644000,Interprets,SNOMED CT
4646004,61402003,Interprets,SNOMED CT
4646004,281004000,Interprets,SNOMED CT
4646004,415823006,Interprets,SNOMED CT
4654002,278654006,Interprets,SNOMED CT
4665007,78064003,Interprets,SNOMED CT
4665007,249669009,Interprets,SNOMED CT
4665007,271624007,Interprets,SNOMED CT
4667004,66523006,Interprets,SNOMED CT
4667004,118255001,Interprets,SNOMED CT
4667004,397594008,Interprets,SNOMED CT
4708004,278844005,Interprets,SNOMED CT
4721006,3850002,Interprets,SNOMED CT
4721006,311465003,Interprets,SNOMED CT
4721006,363870007,Interprets,SNOMED CT
4721006,364644000,Interprets,SNOMED CT
4724003,249893002,Interprets,SNOMED CT
4725002,29303009,Interprets,SNOMED CT
4725002,70337006,Interprets,SNOMED CT
4725002,251134003,Interprets,SNOMED CT
4800001,249299009,Interprets,SNOMED CT
4800001,364687002,Interprets,SNOMED CT
4800001,442564008,Interprets,SNOMED CT
4805006,18373002,Interprets,SNOMED CT
4806007,18373002,Interprets,SNOMED CT
4806007,73750009,Interprets,SNOMED CT
4806007,415823006,Interprets,SNOMED CT
4817008,311465003,Interprets,SNOMED CT
4853005,76859005,Interprets,SNOMED CT
4853005,246464006,Interprets,SNOMED CT
4853005,364644000,Interprets,SNOMED CT
4854004,14089001,Interprets,SNOMED CT
4854004,84054007,Interprets,SNOMED CT
4854004,404227002,Interprets,SNOMED CT
4854004,441689006,Interprets,SNOMED CT
4859009,44138005,Interprets,SNOMED CT
4886009,364644000,Interprets,SNOMED CT
4910006,364320009,Interprets,SNOMED CT
4932002,285854004,Interprets,SNOMED CT
4939006,14089001,Interprets,SNOMED CT
4939006,84054007,Interprets,SNOMED CT
